gene	mean	median	longest_isoform	merged
ENSG00000286898.1_3	385	385	385	385
ENSG00000226526.1_8	636	636	636	636
ENSG00000159363.19_14	3886	3981	3996	3996
ENSG00000288636.1_4	312	312	312	312
ENSG00000117118.11_8	1015	1015	1015	1015
ENSG00000117115.13_8	2984	2984	4361	4594
ENSG00000252180.1	88	88	88	88
ENSG00000204362.6_10	2633	2633	4676	4676
ENSG00000282843.1_13	1228	1228	1228	1228
ENSG00000142623.11_7	3846	3846	3846	3846
ENSG00000142619.4_4	3189	3189	3189	3189
ENSG00000266634.1	87	87	87	87
ENSG00000159339.13_4	1554	1554	2267	2742
ENSG00000269468.1	339	339	339	339
ENSG00000276747.1_7	2396	2396	2396	2396
ENSG00000227751.1_8	311	311	311	311
ENSG00000179051.14_9	3035	3035	4040	4079
ENSG00000266727.1	64	64	64	64
ENSG00000290096.1_1	143	143	143	143
ENSG00000239020.1	101	101	101	101
ENSG00000074964.17_11	4115	4035	4625	4832
ENSG00000236648.2_11	821	821	943	1020
ENSG00000117148.8_6	1755	1755	1841	1844
ENSG00000284653.1_6	2013	2013	2013	2013
ENSG00000261781.1_6	2471	2471	2471	2471
ENSG00000117154.12_7	1892	1892	1892	1892
ENSG00000280222.1_8	6473	6473	6473	6473
ENSG00000230035.2_10	430	430	430	430
ENSG00000225387.1_8	491	491	491	491
ENSG00000179023.9_6	5045	5045	5045	5045
ENSG00000235282.3_7	266	266	266	266
ENSG00000225478.2_9	223	223	223	223
ENSG00000009709.12_6	3391	2260	6213	6473
ENSG00000179002.6_9	2520	2520	2520	2520
ENSG00000255275.3	4369	4369	4369	4369
ENSG00000159423.17_12	2540	2540	3139	3337
ENSG00000265606.1	74	74	74	74
ENSG00000221662.1	78	78	78	78
ENSG00000169991.11_11	6179	6179	6179	6179
ENSG00000272084.1_9	3402	3402	3402	3402
ENSG00000127481.15_11	6232	3753	15892	19580
ENSG00000266098.1	100	100	100	100
ENSG00000230424.3_10	665	665	665	665
ENSG00000127463.16_17	5372	5488	6640	6649
ENSG00000053372.5_7	2049	2049	2049	2049
ENSG00000286064.1_5	339	339	339	339
ENSG00000211454.16_13	1313	1313	1313	1313
ENSG00000162482.5_8	1215	1215	1215	1215
ENSG00000270728.1_8	525	525	525	525
ENSG00000053371.13_12	1360	1360	1360	1360
ENSG00000200403.1	107	107	107	107
ENSG00000040487.13_10	1842	1805	2175	2175
ENSG00000265192.1	256	256	256	256
ENSG00000077549.19_16	2884	1928	5943	7387
ENSG00000240490.2	286	286	286	286
ENSG00000173436.15_9	2685	3678	3723	3979
ENSG00000201609.1	141	141	141	141
ENSG00000239027.1	105	105	105	105
ENSG00000235185.1_11	207	207	207	207
ENSG00000158747.15_12	1848	2037	2160	3271
ENSG00000270136.6_11	999	999	999	999
ENSG00000226396.1_9	455	455	455	455
ENSG00000158748.4_6	3800	3800	3800	3800
ENSG00000162542.14_10	2674	2674	2946	3117
ENSG00000178828.7_7	1255	1255	1255	1255
ENSG00000235434.1_9	447	447	447	447
ENSG00000169914.6_6	6515	6515	6515	6515
ENSG00000188784.4_7	785	785	785	785
ENSG00000242688.2	299	299	299	299
ENSG00000188257.12_11	875	858	970	1009
ENSG00000127472.11_6	1918	1918	1918	1918
ENSG00000117215.15_8	2253	2253	2651	2681
ENSG00000158786.5_4	2721	2721	2721	2721
ENSG00000227066.2_10	2493	2493	2493	2493
ENSG00000187980.7_10	1774	1621	3249	3472
ENSG00000162543.6_7	5562	5562	5562	5562
ENSG00000228105.2_8	621	621	621	621
ENSG00000284710.1_6	1548	1548	1548	1548
ENSG00000158816.16_13	6501	6501	9143	9161
ENSG00000226664.1_10	229	229	229	229
ENSG00000236963.9_13	1995	1974	2993	4148
ENSG00000226487.1_11	376	376	376	376
ENSG00000284641.1_6	1156	1156	1156	1156
ENSG00000284743.1_8	674	674	674	674
ENSG00000162545.6_8	2326	2326	2326	2326
ENSG00000289402.2_2	728	728	728	728
ENSG00000090432.7_8	2428	2428	2428	2428
ENSG00000215520.3_5	763	763	763	763
ENSG00000183114.8_6	2448	2448	2448	2448
ENSG00000158825.6_6	809	809	809	809
ENSG00000158828.8_7	2657	2657	2657	2657
ENSG00000117242.7_10	4443	4443	4443	4443
ENSG00000244038.11_14	2033	2033	2126	2126
ENSG00000117245.13_11	3833	3958	3969	4098
ENSG00000235432.1_9	479	479	479	479
ENSG00000189410.12_13	3801	3801	3898	3898
ENSG00000233069.1_8	299	299	299	299
ENSG00000127483.19_12	4010	4353	6406	8283
ENSG00000203394.2	572	572	572	572
ENSG00000075151.24_14	5435	5762	7832	9572
ENSG00000251914.1	62	62	62	62
ENSG00000221808.1	119	119	119	119
ENSG00000233072.1_5	385	385	385	385
ENSG00000236073.2_9	115	115	115	115
ENSG00000235112.1_5	296	296	296	296
ENSG00000266867.1	64	64	64	64
ENSG00000287192.1_3	1111	1111	1111	1111
ENSG00000117298.16_12	3631	3458	5099	5586
ENSG00000236936.1_8	723	723	723	723
ENSG00000231105.2_10	2479	2479	2479	2479
ENSG00000236216.5_5	376	376	376	376
ENSG00000228823.1_9	649	649	649	649
ENSG00000236009.1_9	607	607	607	607
ENSG00000227001.3_7	661	661	661	661
ENSG00000187952.9_7	1234	1234	1234	1234
ENSG00000186543.7_5	830	830	830	830
ENSG00000142794.19_10	2858	2918	3767	3887
ENSG00000176378.8_7	327	327	327	327
ENSG00000162551.14_10	2275	2217	2536	2686
ENSG00000289715.1_1	144	144	144	144
ENSG00000233431.1_7	821	821	821	821
ENSG00000221781.1	138	138	138	138
ENSG00000076864.21_15	3177	3322	3426	3972
ENSG00000090686.16_11	3562	3228	4419	6658
ENSG00000231978.2_9	307	307	307	307
ENSG00000187942.12_6	2598	2598	4016	4016
ENSG00000142798.20_18	14341	14341	14341	14341
ENSG00000232037.3_8	483	483	483	483
ENSG00000283234.1_9	1003	1003	1162	1162
ENSG00000219073.8_10	906	906	906	906
ENSG00000264385.1	286	286	286	286
ENSG00000285959.1_4	1469	1469	1469	1469
ENSG00000263991.1	295	295	295	295
ENSG00000201919.1	104	104	104	104
ENSG00000142789.20_9	906	906	906	906
ENSG00000263582.1	284	284	284	284
ENSG00000263929.1	295	295	295	295
ENSG00000201273.1	104	104	104	104
ENSG00000228397.3_9	1181	1039	1470	1503
ENSG00000218510.9_11	1217	1389	1404	2818
ENSG00000289694.1_3	2282	2282	2384	3897
ENSG00000285752.1_7	2574	2574	2574	2574
ENSG00000285794.1_7	222	222	222	222
ENSG00000070831.18_17	3554	2824	10503	23499
ENSG00000230068.2_9	692	692	692	692
ENSG00000271428.1_7	488	488	488	488
ENSG00000271840.1	748	748	748	748
ENSG00000162552.15_12	3968	3968	3968	3968
ENSG00000285873.1_4	811	811	811	811
ENSG00000266564.1	62	62	62	62
ENSG00000234397.3_6	492	492	492	492
ENSG00000279625.1_7	1853	1853	1853	1853
ENSG00000184677.18_15	8687	8701	8992	8992
ENSG00000237200.1_7	273	273	273	273
ENSG00000070886.12_7	3410	3410	5019	5434
ENSG00000173372.18_10	1305	1357	1771	2640
ENSG00000289692.1_3	833	833	833	833
ENSG00000159189.13_8	1217	1170	1548	1736
ENSG00000173369.18_14	1170	1120	1570	2132
ENSG00000133216.17_11	6250	4014	11035	12107
ENSG00000265422.1	82	82	82	82
ENSG00000216157.2	95	95	95	95
ENSG00000225952.1_10	480	480	480	480
ENSG00000264014.1	68	68	68	68
ENSG00000215906.9_11	1950	1950	1950	1950
ENSG00000227868.7_14	551	512	664	794
ENSG00000004487.18_12	3069	2847	3984	6065
ENSG00000240553.1_11	666	666	666	666
ENSG00000263793.1	68	68	68	68
ENSG00000266802.1	77	77	77	77
ENSG00000169641.15_12	6063	6063	8412	8884
ENSG00000229010.1_7	818	818	818	818
ENSG00000206935.1	107	107	107	107
ENSG00000252578.1	101	101	101	101
ENSG00000289014.1_1	792	792	792	792
ENSG00000179546.5_6	3319	3319	3319	3319
ENSG00000215381.3_10	460	460	460	460
ENSG00000261326.4_9	4516	4516	5301	5301
ENSG00000284726.1_9	604	604	604	604
ENSG00000125944.21_12	3786	2691	7751	7815
ENSG00000125945.15_8	4126	4126	4465	4786
ENSG00000249087.9_11	1003	932	2547	2901
ENSG00000201405.1	93	93	93	93
ENSG00000271420.1_10	650	650	650	650
ENSG00000204219.11_11	1209	1197	1719	2646
ENSG00000232482.2_9	426	426	426	426
ENSG00000088280.20_10	3156	2865	4051	4097
ENSG00000007968.7_8	5196	5196	5196	5196
ENSG00000235052.1_10	456	456	456	456
ENSG00000117318.9_8	950	950	950	950
ENSG00000285802.1_6	1322	1322	1322	1322
ENSG00000197880.10_8	1781	1781	1781	1781
ENSG00000229239.2_10	1186	1186	1186	1186
ENSG00000142676.14_13	852	879	1017	1384
ENSG00000236810.8_12	1055	1105	1502	3155
ENSG00000244609.2	281	281	281	281
ENSG00000011007.13_10	4838	4838	4838	4838
ENSG00000057757.10_9	1441	1441	1590	1710
ENSG00000289835.1_1	269	269	269	269
ENSG00000011009.11_8	1119	1072	1635	1869
ENSG00000117308.15_14	1502	1502	1516	1532
ENSG00000117305.15_10	1462	1462	1570	1570
ENSG00000179163.12_7	2043	2043	2043	2043
ENSG00000188822.8_9	5265	5265	5265	5265
ENSG00000264347.1	292	292	292	292
ENSG00000238538.1	98	98	98	98
ENSG00000229106.1_5	1267	1267	1267	1267
ENSG00000232557.3_11	210	210	210	210
ENSG00000264926.1	78	78	78	78
ENSG00000230228.2_9	368	368	368	368
ENSG00000189266.13_9	1453	1607	2428	2615
ENSG00000188529.15_12	2716	1808	7656	7685
ENSG00000215905.4_11	328	328	328	328
ENSG00000225315.2_11	454	454	454	454
ENSG00000142661.19_8	4226	4226	5760	6239
ENSG00000230703.1_9	461	461	461	461
ENSG00000142677.4_8	2817	2817	2817	2817
ENSG00000185436.12_8	1829	1476	4566	4940
ENSG00000158055.17_7	2369	2562	2834	4128
ENSG00000230023.2_11	1849	1849	1849	1849
ENSG00000221032.3	114	114	114	114
ENSG00000266511.1	89	89	89	89
ENSG00000232298.2_9	856	856	856	856
ENSG00000001460.18_13	2691	2726	2804	2913
ENSG00000001461.17_6	3571	3564	5481	6560
ENSG00000288982.1_1	378	378	378	378
ENSG00000286061.1_5	559	559	559	559
ENSG00000117602.13_9	2163	2386	6863	7138
ENSG00000266551.1	260	260	260	260
ENSG00000264443.1_10	1445	1445	1445	1445
ENSG00000184454.7_7	3980	3980	3980	3980
ENSG00000227312.2_9	348	348	348	348
ENSG00000239106.1	103	103	103	103
ENSG00000133226.19_14	3671	3747	3860	3879
ENSG00000238986.1	105	105	105	105
ENSG00000284699.1_6	886	886	886	886
ENSG00000169504.15_7	4253	4253	4253	4253
ENSG00000238482.1	107	107	107	107
ENSG00000020633.19_10	4260	4267	4340	4764
ENSG00000229162.1_8	820	820	820	820
ENSG00000261025.1_9	2443	2443	2443	2443
ENSG00000264371.1	84	84	84	84
ENSG00000285823.1_6	1108	1108	1108	1108
ENSG00000233755.1_10	552	552	614	863
ENSG00000233419.3_7	402	402	402	402
ENSG00000231953.2_10	988	988	988	988
ENSG00000117614.10_9	1341	1341	1757	1757
ENSG00000284602.1_6	2190	2190	2190	2190
ENSG00000284657.1_6	760	760	760	760
ENSG00000117616.18_13	1689	1689	1954	2503
ENSG00000272432.1_8	485	485	485	485
ENSG00000261349.1_9	459	459	459	459
ENSG00000187010.21_14	1774	1467	3007	3054
ENSG00000224183.1_5	480	480	480	480
ENSG00000259984.1_9	459	459	459	459
ENSG00000183726.11_6	2266	2266	2266	2266
ENSG00000252515.1	64	64	64	64
ENSG00000238889.1	104	104	104	104
ENSG00000188672.19_13	1312	1216	1810	2060
ENSG00000238084.4_9	478	478	478	478
ENSG00000266468.1	59	59	59	59
ENSG00000204178.11_7	3617	3617	3940	3979
ENSG00000157978.12_6	2914	2914	2914	2914
ENSG00000225643.1_8	483	483	483	483
ENSG00000117643.15_11	3324	3094	4647	6002
ENSG00000233478.1_10	2224	2224	2224	2224
ENSG00000162430.18_15	3376	4212	4314	4314
ENSG00000255054.3_13	334	334	334	334
ENSG00000228172.5_11	1086	517	2307	2793
ENSG00000117640.18_9	1882	1913	3262	3900
ENSG00000272478.1_8	222	222	222	222
ENSG00000127423.11_10	1776	1776	2161	2408
ENSG00000236528.3_11	720	720	849	1178
ENSG00000182749.6_7	2854	2854	3023	3244
ENSG00000207302.1	110	110	110	110
ENSG00000117632.23_12	1221	1137	1712	2506
ENSG00000229786.1_5	251	251	251	251
ENSG00000223624.1_11	140	140	140	140
ENSG00000264021.1	93	93	93	93
ENSG00000266763.1	74	74	74	74
ENSG00000158006.14_14	3005	3005	3487	3545
ENSG00000207237.1	104	104	104	104
ENSG00000252190.1	125	125	125	125
ENSG00000252691.1	84	84	84	84
ENSG00000158008.10_6	4020	4020	4020	4020
ENSG00000158014.15_8	3173	3173	3249	3249
ENSG00000284309.1_7	941	941	941	941
ENSG00000158022.7_6	1770	1770	1770	1770
ENSG00000265320.1	100	100	100	100
ENSG00000175087.10_8	4214	4252	4279	4560
ENSG00000197245.6_6	2799	2799	2799	2799
ENSG00000282872.2_13	775	775	1085	1203
ENSG00000236782.8_13	1307	1394	1468	2036
ENSG00000142684.9_7	668	668	698	732
ENSG00000142675.18_11	2582	2538	2673	2841
ENSG00000188782.9_9	1867	1867	1867	1867
ENSG00000236155.8_11	1162	1011	2108	3048
ENSG00000278572.1_9	899	899	899	899
ENSG00000130695.16_10	3510	3934	3935	3937
ENSG00000270733.1_8	358	358	358	358
ENSG00000142669.15_7	759	759	768	876
ENSG00000158062.21_12	1752	1726	2254	3124
ENSG00000169442.9_6	467	467	467	467
ENSG00000176092.17_17	5749	5749	6259	6269
ENSG00000225854.2_9	346	346	346	346
ENSG00000265143.1	255	255	255	255
ENSG00000176083.18_14	1670	1670	1712	1713
ENSG00000131914.11_6	3716	3716	3975	3975
ENSG00000117682.18_13	2080	2039	3288	4450
ENSG00000223583.1_8	535	535	535	535
ENSG00000225891.2_10	834	834	1140	1261
ENSG00000198830.12_7	1940	1940	1940	1940
ENSG00000224129.1_5	897	897	897	897
ENSG00000117676.14_11	2860	3023	3192	3707
ENSG00000238705.1	52	52	52	52
ENSG00000243905.2	301	301	301	301
ENSG00000252802.1	102	102	102	102
ENSG00000289452.1_1	204	204	204	204
ENSG00000229247.2_9	238	238	238	238
ENSG00000238316.1	104	104	104	104
ENSG00000235069.2_9	235	235	235	235
ENSG00000260063.1_8	2000	2000	2000	2000
ENSG00000290006.1_1	461	461	461	461
ENSG00000117713.21_14	6961	6490	8595	9716
ENSG00000266138.1	279	279	279	279
ENSG00000060642.12_12	2822	2251	4972	7619
ENSG00000241188.2	289	289	289	289
ENSG00000287810.1_3	177	177	177	177
ENSG00000204160.12_11	5045	5045	5045	5045
ENSG00000175793.12_7	1308	1308	1308	1308
ENSG00000142751.15_9	2690	2690	4665	4714
ENSG00000226698.1_8	306	306	306	306
ENSG00000289554.1_1	1127	1127	1127	1127
ENSG00000198746.13_10	2125	2125	2125	2125
ENSG00000090273.14_7	1792	1792	1792	1792
ENSG00000131910.5_8	1165	1165	1165	1165
ENSG00000175707.10_9	1855	1855	1855	1855
ENSG00000172746.6_5	497	497	497	497
ENSG00000224064.1_7	397	397	397	397
ENSG00000225294.1_5	444	444	444	444
ENSG00000253368.4_9	1961	1961	1961	1961
ENSG00000158246.8_9	2382	2382	2382	2382
ENSG00000090020.11_9	3460	3460	4737	5171
ENSG00000229985.2_7	527	527	527	527
ENSG00000214973.3_5	640	640	640	640
ENSG00000225159.1_5	867	867	867	867
ENSG00000225990.2_7	220	220	220	220
ENSG00000224311.1_12	379	379	379	379
ENSG00000142784.16_13	4490	4490	4706	4706
ENSG00000252098.1	104	104	104	104
ENSG00000243659.1_7	282	282	282	282
ENSG00000186501.15_10	1231	1511	1613	2342
ENSG00000206888.1	107	107	107	107
ENSG00000241547.1_5	468	468	468	468
ENSG00000142765.18_12	1944	1918	2229	2362
ENSG00000142733.18_15	4373	4373	4438	4438
ENSG00000142748.14_11	1046	1032	1110	1482
ENSG00000174950.11_11	1200	1200	1456	1486
ENSG00000231207.1_7	355	355	355	355
ENSG00000181773.7_7	2137	2137	2137	2137
ENSG00000158195.11_8	3377	3377	5671	5671
ENSG00000241169.1_10	428	428	428	428
ENSG00000237429.1_8	283	283	283	283
ENSG00000126705.15_11	6171	6219	6438	6920
ENSG00000000938.13_12	2490	2483	2637	2965
ENSG00000235912.1_7	192	192	192	192
ENSG00000233975.2_10	1663	1663	1663	1663
ENSG00000126709.16_12	843	825	911	936
ENSG00000225886.3_17	489	489	489	489
ENSG00000206767.1	107	107	107	107
ENSG00000226662.2_7	662	662	662	662
ENSG00000207095.1	105	105	105	105
ENSG00000287244.1_3	935	935	935	935
ENSG00000009780.16_9	1763	1355	3579	3818
ENSG00000231344.1_7	349	349	349	349
ENSG00000230833.1_5	676	676	676	676
ENSG00000117758.14_9	3034	3034	3034	3034
ENSG00000269971.1_9	184	184	184	184
ENSG00000270031.1_9	359	359	359	359
ENSG00000223062.1	106	106	106	106
ENSG00000286433.1_5	1471	1471	1471	1471
ENSG00000117751.18_7	2468	2414	2651	2815
ENSG00000252947.1	166	166	166	166
ENSG00000268552.1	171	171	171	171
ENSG00000130775.16_12	1945	1993	2713	2724
ENSG00000117748.10_11	1327	1237	1584	1968
ENSG00000130768.15_7	1675	1611	1866	2264
ENSG00000227050.1_10	491	491	491	491
ENSG00000158156.9_8	2099	2178	2243	2349
ENSG00000158161.16_15	4403	5885	5999	6143
ENSG00000238231.2_9	367	367	367	367
ENSG00000240750.2	295	295	295	295
ENSG00000228589.3_5	681	681	681	681
ENSG00000228943.1_7	235	235	235	235
ENSG00000289576.2_2	951	951	951	951
ENSG00000214812.3_11	557	557	557	557
ENSG00000253005.1	105	105	105	105
ENSG00000252429.1	62	62	62	62
ENSG00000169403.12_8	3241	3993	4191	4208
ENSG00000126698.11_10	1763	1763	1763	1763
ENSG00000215902.1	66	66	66	66
ENSG00000269804.1	350	350	350	350
ENSG00000290123.1_1	520	520	520	520
ENSG00000130770.18_7	874	569	1855	2225
ENSG00000270605.1_8	1945	1945	1945	1945
ENSG00000271398.1_8	425	425	425	425
ENSG00000130766.5_6	3462	3462	3462	3462
ENSG00000130772.14_6	1467	1467	1829	1829
ENSG00000204138.13_12	4577	4577	6048	6308
ENSG00000206779.1	101	101	101	101
ENSG00000229820.2_10	394	394	394	394
ENSG00000221216.1	119	119	119	119
ENSG00000180198.17_10	2466	2618	2844	3228
ENSG00000242125.3_8	2201	2201	2201	2201
ENSG00000200087.1	204	204	204	204
ENSG00000238821.1	100	100	100	100
ENSG00000231468.2_8	611	611	611	611
ENSG00000279443.1_7	2083	2083	2083	2083
ENSG00000180098.9_6	1799	1799	1799	1799
ENSG00000197989.15_11	910	728	1871	2546
ENSG00000221539.1	74	74	74	74
ENSG00000120656.14_8	1724	1438	2689	5758
ENSG00000188060.8_7	2093	2093	2236	2301
ENSG00000229388.1_10	656	656	688	978
ENSG00000270103.3_8	131	131	131	131
ENSG00000162419.13_7	3388	1912	6358	6394
ENSG00000252777.1	130	130	130	130
ENSG00000289291.1_1	1627	1627	1627	1627
ENSG00000198492.16_11	2762	2744	2825	2933
ENSG00000116329.12_7	9317	9317	9317	9317
ENSG00000226852.2	1747	1747	1747	1747
ENSG00000233427.1_10	1085	1085	1085	1085
ENSG00000199756.1	110	110	110	110
ENSG00000159023.23_19	4441	4367	6031	10997
ENSG00000225616.2_10	331	331	331	331
ENSG00000206704.1	101	101	101	101
ENSG00000253304.2_8	2510	2510	2553	2606
ENSG00000225750.1_10	279	279	279	279
ENSG00000116350.18_13	2300	2300	2300	2300
ENSG00000227637.1	320	320	320	320
ENSG00000116353.16_11	2465	2465	2515	2642
ENSG00000237934.1_10	573	573	573	573
ENSG00000060656.20_8	5232	5443	5573	5640
ENSG00000221550.1	142	142	142	142
ENSG00000230523.1_8	2148	2148	2148	2148
ENSG00000266678.1	82	82	82	82
ENSG00000225011.4_9	349	349	349	349
ENSG00000221126.1	134	134	134	134
ENSG00000228176.1_10	498	498	498	498
ENSG00000284676.1_6	1953	1953	1953	1953
ENSG00000222787.1	104	104	104	104
ENSG00000270927.1_7	493	493	493	493
ENSG00000233399.2_9	1519	1519	1519	1519
ENSG00000233372.1_8	551	551	551	551
ENSG00000231251.1_7	93	93	93	93
ENSG00000236335.1_10	507	507	507	507
ENSG00000231949.1_8	481	481	481	481
ENSG00000289710.1_2	171	171	171	171
ENSG00000162510.6_8	3830	3830	3830	3830
ENSG00000186056.11_10	2727	2727	3925	3944
ENSG00000287510.1_3	1077	1077	1077	1077
ENSG00000162511.8_8	2177	2177	2177	2177
ENSG00000264773.1	77	77	77	77
ENSG00000229607.1_10	444	444	444	444
ENSG00000223382.6_11	1165	1165	1176	1209
ENSG00000222784.1	288	288	288	288
ENSG00000235143.1_8	1747	1747	1747	1747
ENSG00000162512.16_10	5819	5819	6392	6703
ENSG00000134644.16_14	4634	4631	5385	5662
ENSG00000200154.1	86	86	86	86
ENSG00000202107.1	86	86	86	86
ENSG00000200181.1	73	73	73	73
ENSG00000237329.2_9	507	507	507	507
ENSG00000232768.1_7	163	163	163	163
ENSG00000215900.4_8	252	252	252	252
ENSG00000225142.2_10	436	436	436	436
ENSG00000084628.10_8	2922	2922	2922	2922
ENSG00000060688.13_9	1351	1351	1615	2041
ENSG00000229447.2_9	437	437	437	437
ENSG00000121766.16_7	1536	1551	1730	1921
ENSG00000229044.1_10	439	439	439	439
ENSG00000121769.8_14	1097	1097	1097	1097
ENSG00000168528.12_10	2045	2067	2146	2704
ENSG00000268950.1	423	423	423	423
ENSG00000215899.3_10	1342	1342	1342	1342
ENSG00000206981.1	107	107	107	107
ENSG00000284543.1_5	1425	554	5019	9848
ENSG00000228682.2	1166	1166	1166	1166
ENSG00000229167.2_11	488	488	591	813
ENSG00000142910.16_10	2062	2140	2207	2281
ENSG00000121764.12_6	1706	1642	2307	2401
ENSG00000162517.13_8	1614	1614	1614	1614
ENSG00000235790.7_13	674	697	900	1499
ENSG00000264078.1_10	480	480	480	480
ENSG00000084636.18_10	4530	4530	5418	6122
ENSG00000121753.13_16	5087	4919	5708	5811
ENSG00000266580.1	76	76	76	76
ENSG00000254545.1_8	537	537	537	537
ENSG00000134668.13_14	3071	3123	3933	4174
ENSG00000203620.2_11	2257	2257	2257	2257
ENSG00000269967.1_11	587	587	587	587
ENSG00000184007.22_12	1958	1622	3910	4437
ENSG00000212673.1	1572	1572	1572	1572
ENSG00000288678.2_5	93	93	120	120
ENSG00000228634.1_10	517	517	517	517
ENSG00000284702.1_8	1873	1873	1873	1873
ENSG00000121774.18_6	1964	1964	2713	2713
ENSG00000203325.3_11	624	624	624	624
ENSG00000121775.18_8	1778	1778	1778	1778
ENSG00000266203.1	59	59	59	59
ENSG00000025800.14_7	7355	7355	7355	7355
ENSG00000250135.1_11	667	667	667	667
ENSG00000084652.16_6	4938	4938	5012	5114
ENSG00000160050.16_8	976	880	1415	1453
ENSG00000224066.1_11	714	714	786	1357
ENSG00000160051.12_10	2132	2132	2252	2252
ENSG00000222046.3_5	1350	1350	1350	1350
ENSG00000160055.20_9	994	922	1411	1427
ENSG00000084623.12_10	1527	1421	2660	4358
ENSG00000291132.1_3	2624	2624	2624	2624
ENSG00000220785.10_11	1545	1545	1545	1545
ENSG00000290045.1_1	1379	1379	1379	1379
ENSG00000183615.6_6	947	947	947	947
ENSG00000182866.18_9	2115	2128	2257	2459
ENSG00000252450.1	110	110	110	110
ENSG00000116478.12_8	2118	2118	2118	2118
ENSG00000175130.7_8	1546	1546	1546	1546
ENSG00000233775.1_11	687	687	687	687
ENSG00000162526.7_6	1026	1026	1026	1026
ENSG00000225828.2_11	941	941	941	941
ENSG00000160058.19_7	2449	1505	4599	5152
ENSG00000224333.1_5	1007	1007	1007	1007
ENSG00000270850.1_7	341	341	341	341
ENSG00000229259.1_7	1801	1801	1801	1801
ENSG00000263529.1	298	298	298	298
ENSG00000254553.1_11	3447	3447	3447	3447
ENSG00000273274.2_7	12831	12831	12831	12831
ENSG00000160062.15_7	4510	4510	7077	7077
ENSG00000176261.16_12	731	598	1567	1896
ENSG00000200591.1	102	102	102	102
ENSG00000162521.19_12	3190	1731	7883	8026
ENSG00000162520.15_17	2663	2663	3503	3503
ENSG00000224409.1_11	395	395	395	395
ENSG00000162522.11_10	4239	5293	5493	5847
ENSG00000134684.13_9	2671	2671	2899	3116
ENSG00000116497.18_7	3770	3770	4220	4378
ENSG00000160097.21_12	2335	2726	3050	3352
ENSG00000121905.10_6	1412	1412	1412	1412
ENSG00000121900.19_8	950	950	1030	1030
ENSG00000287691.1_3	575	575	575	575
ENSG00000221423.1	106	106	106	106
ENSG00000116514.17_12	2611	2598	2677	2734
ENSG00000278966.2_7	911	911	911	911
ENSG00000267885.1	375	375	375	375
ENSG00000217644.5_9	526	526	526	526
ENSG00000239670.1_7	863	863	863	863
ENSG00000236065.2_9	1680	1680	1680	1680
ENSG00000004455.18_14	2651	1988	5970	8793
ENSG00000142920.18_8	2910	2048	5240	5300
ENSG00000278997.1_7	1360	1360	1360	1360
ENSG00000116525.14_8	2727	2727	3817	3960
ENSG00000279179.1_7	3448	3448	3448	3448
ENSG00000284721.1_8	1932	1932	1932	1932
ENSG00000160094.15_8	3061	3061	3187	3187
ENSG00000270115.1_10	469	469	469	469
ENSG00000184389.9_8	1023	1023	1023	1023
ENSG00000225313.5_15	996	958	1432	2464
ENSG00000134686.21_14	3729	3875	4255	4817
